Bill_Number,Title,Status,Category,Diet_Session,House_Of_Origin,Bill_Type,Diet_URL,Summary,Submitted_Date,Created_At,Updated_At
216-1,賃金上昇を上回る所得税の負担増加等に対処するために所得税に関し講ずべき措置に関する法律案,backlog,taxation,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216001.htm,,,2025-07-15T02:25:21.506220,2025-07-15T02:25:21.506221
216-3,揮発油価格高騰時における揮発油税等税率特例停止措置の実施並びに揮発油税等の税率の特例の廃止及び脱炭素社会の実現等に資する税制の構築のための措置に関する法律案,backlog,taxation,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216003.htm,,,2025-07-15T02:25:21.506226,2025-07-15T02:25:21.506227
216-4,一般会計からの自動車安全特別会計の自動車事故対策勘定への繰入れのために講ずべき措置に関する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216004.htm,,,2025-07-15T02:25:21.506234,2025-07-15T02:25:21.506235
216-5,電気料金の高騰に対する当分の間の措置として電気の使用者に対して再生可能エネルギー電気に係る賦課金の請求が行われないようにするために講ずべき措置等に関する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216005.htm,,,2025-07-15T02:25:21.506241,2025-07-15T02:25:21.506242
216-9,政治資金規正法の一部を改正する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216009.htm,,,2025-07-15T02:25:21.506248,2025-07-15T02:25:21.506249
216-10,政治資金規正法及び租税特別措置法の一部を改正する法律案,backlog,taxation,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216010.htm,,,2025-07-15T02:25:21.506254,2025-07-15T02:25:21.506255
216-12,政党交付金の交付停止等に関する制度の創設に関する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216012.htm,,,2025-07-15T02:25:21.506261,2025-07-15T02:25:21.506262
216-13,政治資金規正法等の一部を改正する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216013.htm,,,2025-07-15T02:25:21.506267,2025-07-15T02:25:21.506268
216-17,財政法の一部を改正する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216017.htm,,,2025-07-15T02:25:21.506274,2025-07-15T02:25:21.506275
216-18,サイバー安全保障を確保するための能動的サイバー防御等に係る態勢の整備の推進に関する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216018.htm,,,2025-07-15T02:25:21.506280,2025-07-15T02:25:21.506281
216-19,育児・介護二重負担者の支援に関する施策の推進に関する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216019.htm,,,2025-07-15T02:25:21.506299,2025-07-15T02:25:21.506300
216-21,消費者対応業務関連特定行為対策の推進に関する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216021.htm,,,2025-07-15T02:25:21.506307,2025-07-15T02:25:21.506308
216-22,被災者生活再建支援法の一部を改正する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216022.htm,,,2025-07-15T02:25:21.506313,2025-07-15T02:25:21.506314
216-23,健康保険法及び高齢者の医療の確保に関する法律の一部を改正する法律案,backlog,social_security,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216023.htm,,,2025-07-15T02:25:21.506320,2025-07-15T02:25:21.506321
216-24,我が国の総合的な安全保障の確保を図るための土地等の取得、利用及び管理の規制に関する施策の推進に関する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216024.htm,,,2025-07-15T02:25:21.506327,2025-07-15T02:25:21.506328
216-25,学校給食法の一部を改正する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217090216025.htm,,,2025-07-15T02:25:21.506333,2025-07-15T02:25:21.506334
217-1,特定生殖補助医療に関する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217100217001.htm,,,2025-07-15T02:25:21.506340,2025-07-15T02:25:21.506341
217-2,政治資金規正法の一部を改正する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217100217002.htm,,,2025-07-15T02:25:21.506346,2025-07-15T02:25:21.506347
217-3,政党助成法を廃止する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217100217003.htm,,,2025-07-15T02:25:21.506353,2025-07-15T02:25:21.506353
217-4,学校教育法の一部を改正する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217100217004.htm,,,2025-07-15T02:25:21.506359,2025-07-15T02:25:21.506360
217-5,自殺対策基本法の一部を改正する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217100217005.htm,,,2025-07-15T02:25:21.506365,2025-07-15T02:25:21.506366
217-6,大深度地下の公共的使用に関する特別措置法の廃止に関する措置等に関する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217100217006.htm,,,2025-07-15T02:25:21.506372,2025-07-15T02:25:21.506372
217-7,労働安全衛生法及び特定受託事業者に係る取引の適正化等に関する法律の一部を改正する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217100217007.htm,,,2025-07-15T02:25:21.506378,2025-07-15T02:25:21.506379
217-8,児童の朝の居場所の確保を図るための措置等に関する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217100217008.htm,,,2025-07-15T02:25:21.506385,2025-07-15T02:25:21.506386
217-9,手話に関する施策の推進に関する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217100217009.htm,,,2025-07-15T02:25:21.506391,2025-07-15T02:25:21.506392
217-10,出入国管理及び難民認定法の一部を改正する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217100217010.htm,,,2025-07-15T02:25:21.506398,2025-07-15T02:25:21.506399
217-11,出入国管理及び難民認定法及び外国人の技能実習の適正な実施及び技能実習生の保護に関する法律の一部を改正する法律の一部を改正する法律案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217100217011.htm,,,2025-07-15T02:25:21.506404,2025-07-15T02:25:21.506405
217-1,令和七年度一般会計予算,backlog,budget,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217150217001.htm,,,2025-07-15T02:25:21.506411,2025-07-15T02:25:21.506412
217-2,令和七年度特別会計予算,backlog,budget,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217150217002.htm,,,2025-07-15T02:25:21.506418,2025-07-15T02:25:21.506419
217-3,令和七年度政府関係機関予算,backlog,budget,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217150217003.htm,,,2025-07-15T02:25:21.506424,2025-07-15T02:25:21.506425
217-1,所得に対する租税に関する二重課税の除去並びに脱税及び租税回避の防止のための日本国政府とウクライナ政府との間の条約の締結について承認を求めるの件,backlog,taxation,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217200217001.htm,,,2025-07-15T02:25:21.506430,2025-07-15T02:25:21.506431
217-2,所得に対する租税に関する二重課税の除去並びに脱税及び租税回避の防止のための日本国とトルクメニスタンとの間の条約の締結について承認を求めるの件,backlog,taxation,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217200217002.htm,,,2025-07-15T02:25:21.506437,2025-07-15T02:25:21.506438
217-3,所得に対する租税に関する二重課税の除去並びに脱税及び租税回避の防止のための日本国とアルメニア共和国との間の条約の締結について承認を求めるの件,backlog,taxation,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217200217003.htm,,,2025-07-15T02:25:21.506445,2025-07-15T02:25:21.506446
217-4,経済上の連携に関する日本国とインドネシア共和国との間の協定を改正する議定書の締結について承認を求めるの件,backlog,foreign_affairs,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217200217004.htm,,,2025-07-15T02:25:21.506452,2025-07-15T02:25:21.506453
217-5,航空業務に関する日本国とチェコ共和国との間の協定の締結について承認を求めるの件,backlog,foreign_affairs,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217200217005.htm,,,2025-07-15T02:25:21.506459,2025-07-15T02:25:21.506460
217-6,航空業務に関する日本国とルクセンブルク大公国との間の協定の締結について承認を求めるの件,backlog,foreign_affairs,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217200217006.htm,,,2025-07-15T02:25:21.506466,2025-07-15T02:25:21.506466
217-7,日本国の自衛隊とフィリピンの軍隊との間における相互のアクセス及び協力の円滑化に関する日本国とフィリピン共和国との間の協定の締結について承認を求めるの件,backlog,foreign_affairs,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217200217007.htm,,,2025-07-15T02:25:21.506472,2025-07-15T02:25:21.506473
217-8,日本国の自衛隊とイタリア共和国の軍隊との間における物品又は役務の相互の提供に関する日本国政府とイタリア共和国政府との間の協定の締結について承認を求めるの件,backlog,foreign_affairs,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217200217008.htm,,,2025-07-15T02:25:21.506480,2025-07-15T02:25:21.506481
217-9,千九百九十四年四月十五日にマラケシュで作成された世界貿易機関を設立するマラケシュ協定のサービスの貿易に関する一般協定の日本国の特定の約束に係る表の改善に関する確認書の締結について承認を求めるの件,backlog,foreign_affairs,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217200217009.htm,,,2025-07-15T02:25:21.506487,2025-07-15T02:25:21.506488
217-10,東南アジア諸国連合貿易投資観光促進センターを設立する協定の第二次改正の受諾について承認を求めるの件,backlog,foreign_affairs,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217200217010.htm,,,2025-07-15T02:25:21.506495,2025-07-15T02:25:21.506496
217-11,海洋法に関する国際連合条約に基づくいずれの国の管轄にも属さない区域における海洋の生物の多様性の保全及び持続可能な利用に関する協定の締結について承認を求めるの件,backlog,foreign_affairs,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217200217011.htm,,,2025-07-15T02:25:21.506513,2025-07-15T02:25:21.506514
217-12,職業上の安全及び健康並びに作業環境に関する条約（第百五十五号）の締結について承認を求めるの件,backlog,foreign_affairs,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217200217012.htm,,,2025-07-15T02:25:21.506521,2025-07-15T02:25:21.506522
217-13,千九百九十五年の漁船員の訓練及び資格証明並びに当直の基準に関する国際条約の締結について承認を求めるの件,backlog,foreign_affairs,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217200217013.htm,,,2025-07-15T02:25:21.506528,2025-07-15T02:25:21.506529
217-1,令和六年度一般会計原油価格・物価高騰対策及び賃上げ促進環境整備対応予備費使用総調書及び各省各庁所管使用調書（その１）,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217250217001.htm,,,2025-07-15T02:25:21.506535,2025-07-15T02:25:21.506536
217-2,令和六年度一般会計予備費使用総調書及び各省各庁所管使用調書（その１）,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217250217002.htm,,,2025-07-15T02:25:21.506542,2025-07-15T02:25:21.506543
217-3,令和六年度一般会計予備費使用総調書及び各省各庁所管使用調書（その２）,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217250217003.htm,,,2025-07-15T02:25:21.506549,2025-07-15T02:25:21.506550
216-1,令和五年度一般会計原油価格・物価高騰対策及び賃上げ促進環境整備対応予備費使用総調書及び各省各庁所管使用調書,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217250216001.htm,,,2025-07-15T02:25:21.506555,2025-07-15T02:25:21.506556
216-2,令和五年度一般会計予備費使用総調書及び各省各庁所管使用調書,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217250216002.htm,,,2025-07-15T02:25:21.506562,2025-07-15T02:25:21.506563
216-3,令和五年度特別会計予備費使用総調書及び各省各庁所管使用調書,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217250216003.htm,,,2025-07-15T02:25:21.506568,2025-07-15T02:25:21.506569
216-4,令和五年度特別会計予算総則第二十一条第一項の規定による経費増額総調書及び各省各庁所管経費増額調書,backlog,budget,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217250216004.htm,,,2025-07-15T02:25:21.506575,2025-07-15T02:25:21.506576
217-1,放送法第七十条第二項の規定に基づき、承認を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217350217001.htm,,,2025-07-15T02:25:21.506582,2025-07-15T02:25:21.506583
217-2,特定船舶の入港の禁止に関する特別措置法第五条第一項の規定に基づき、特定船舶の入港禁止の実施につき承認を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217350217002.htm,,,2025-07-15T02:25:21.506588,2025-07-15T02:25:21.506589
217-3,外国為替及び外国貿易法第十条第二項の規定に基づき、北朝鮮を仕向地とする貨物の輸出及び北朝鮮を原産地又は船積地域とする貨物の輸入につき承認義務を課する等の措置を講じたことについて承認を求めるの件,backlog,economy,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217350217003.htm,,,2025-07-15T02:25:21.506595,2025-07-15T02:25:21.506596
217-1,検査官に田中淳子君及び挽文子君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217001.htm,,,2025-07-15T02:25:21.506603,2025-07-15T02:25:21.506604
217-2,総合科学技術・イノベーション会議議員に宮園浩平君、鈴木純君及び波多野睦子君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217002.htm,,,2025-07-15T02:25:21.506609,2025-07-15T02:25:21.506610
217-3,預金保険機構理事長に三井秀範君を、同理事に正願隆一君及び山崎英司君を、同監事に大谷益世君を任命することについて同意を求めるの件,backlog,social_security,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217003.htm,,,2025-07-15T02:25:21.506616,2025-07-15T02:25:21.506617
217-4,電波監理審議会委員に西村暢史君及び矢嶋雅子君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217004.htm,,,2025-07-15T02:25:21.506623,2025-07-15T02:25:21.506624
217-5,日本銀行政策委員会審議委員に小枝淳子君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217005.htm,,,2025-07-15T02:25:21.506630,2025-07-15T02:25:21.506631
217-6,労働保険審査会委員に比佐和枝君及び廣尚典君を任命することについて同意を求めるの件,backlog,social_security,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217006.htm,,,2025-07-15T02:25:21.506637,2025-07-15T02:25:21.506637
217-7,中央社会保険医療協議会公益委員に笠木映里君及び城山英明君を任命することについて同意を求めるの件,backlog,social_security,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217007.htm,,,2025-07-15T02:25:21.506643,2025-07-15T02:25:21.506644
217-8,社会保険審査会委員に辻本京子君を任命することについて同意を求めるの件,backlog,social_security,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217008.htm,,,2025-07-15T02:25:21.506650,2025-07-15T02:25:21.506651
217-9,中央労働委員会公益委員に荒木尚志君、石井浩君、安西明子君、磯部哲君、小畑史子君、鹿野菜穂子君、久保田安彦君、小圷淳子君、小西康之君、鹿士眞由美君、原恵美君、深道祐子君、川田琢之君、権丈英子君及び山川隆一君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217009.htm,,,2025-07-15T02:25:21.506657,2025-07-15T02:25:21.506658
217-10,運輸審議会委員に三浦大介君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217010.htm,,,2025-07-15T02:25:21.506665,2025-07-15T02:25:21.506666
217-11,運輸安全委員会委員長に李家賢一君を、同委員に早田久子君、高野滋君、津田宏果君、松井裕子君及び高橋明子君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217011.htm,,,2025-07-15T02:25:21.506671,2025-07-15T02:25:21.506672
217-12,会計検査院情報公開・個人情報保護審査会委員に杉山治樹君、福重さと子君及び堀江正之君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217012.htm,,,2025-07-15T02:25:21.506678,2025-07-15T02:25:21.506679
217-13,公益認定等委員会委員に清水新一郎君、生野考司君、黒田かをり君、湯浅信好君、原田大樹君、北村聡子君及び石津寿惠君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217013.htm,,,2025-07-15T02:25:21.506686,2025-07-15T02:25:21.506686
217-14,公正取引委員会委員長に茶谷栄治君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217014.htm,,,2025-07-15T02:25:21.506702,2025-07-15T02:25:21.506703
217-15,国家公安委員会委員に相星孝一君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217015.htm,,,2025-07-15T02:25:21.506709,2025-07-15T02:25:21.506710
217-16,公認会計士・監査審査会会長に青木雅明君を、同委員に蟹江章君、上田亮子君、古布薫君、玉井裕子君、千葉通子君、川村義則君、塩谷公朗君及び井野貴章君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217016.htm,,,2025-07-15T02:25:21.506716,2025-07-15T02:25:21.506717
217-17,行政不服審査会委員に八木一洋君、田澤奈津子君、羽田淳一君、福本美苗君、中原茂樹君及び野口貴公美君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217017.htm,,,2025-07-15T02:25:21.506723,2025-07-15T02:25:21.506724
217-18,情報公開・個人情報保護審査会委員に中里智美君、武藤京子君、稲山文男君、芳仲美惠子君、寺田麻佑君、木村琢麿君、佐藤郁美君、中村真由美君及び久末弥生君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217018.htm,,,2025-07-15T02:25:21.506730,2025-07-15T02:25:21.506731
217-19,中央更生保護審査会委員に辻惠介君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217019.htm,,,2025-07-15T02:25:21.506737,2025-07-15T02:25:21.506738
217-20,公害健康被害補償不服審査会委員に八木貴美子君及び山田広樹君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217020.htm,,,2025-07-15T02:25:21.506744,2025-07-15T02:25:21.506745
217-21,人事官に川本裕子君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217021.htm,,,2025-07-15T02:25:21.506751,2025-07-15T02:25:21.506752
217-22,原子力委員会委員に吉橋幸子君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217022.htm,,,2025-07-15T02:25:21.506757,2025-07-15T02:25:21.506758
217-23,個人情報保護委員会委員長に手塚悟君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217023.htm,,,2025-07-15T02:25:21.506764,2025-07-15T02:25:21.506765
217-24,公認会計士・監査審査会委員に宮本佐知子君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217024.htm,,,2025-07-15T02:25:21.506770,2025-07-15T02:25:21.506771
217-25,預金保険機構理事に田口紀子君及び島村英君を任命することについて同意を求めるの件,backlog,social_security,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217025.htm,,,2025-07-15T02:25:21.506777,2025-07-15T02:25:21.506778
217-26,公害等調整委員会委員に中村也寸志君及び大瀧敦子君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217026.htm,,,2025-07-15T02:25:21.506783,2025-07-15T02:25:21.506784
217-27,日本放送協会経営委員会委員に榊原一夫君、大草透君、岡田美弥子君、藤本雅彦君及び田渕正朗君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217027.htm,,,2025-07-15T02:25:21.506790,2025-07-15T02:25:21.506791
217-28,日本銀行政策委員会審議委員に増一行君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217028.htm,,,2025-07-15T02:25:21.506797,2025-07-15T02:25:21.506798
217-29,労働保険審査会委員に菅野淑子君及び齋藤育子君を任命することについて同意を求めるの件,backlog,social_security,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217029.htm,,,2025-07-15T02:25:21.506804,2025-07-15T02:25:21.506805
217-30,中央社会保険医療協議会公益委員に飯塚敏晃君及び本田文子君を任命することについて同意を求めるの件,backlog,social_security,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217030.htm,,,2025-07-15T02:25:21.506811,2025-07-15T02:25:21.506811
217-31,社会保険審査会委員に浦野真美子君を任命することについて同意を求めるの件,backlog,social_security,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217031.htm,,,2025-07-15T02:25:21.506817,2025-07-15T02:25:21.506818
217-32,原子力規制委員会委員に杉山智之君及び神田玲子君を任命することについて同意を求めるの件,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217400217032.htm,,,2025-07-15T02:25:21.506824,2025-07-15T02:25:21.506825
216-1,令和五年度一般会計歳入歳出決算、令和五年度特別会計歳入歳出決算、令和五年度国税収納金整理資金受払計算書、令和五年度政府関係機関決算書,backlog,budget,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217450216001.htm,,,2025-07-15T02:25:21.506831,2025-07-15T02:25:21.506832
216-1,令和五年度国有財産増減及び現在額総計算書,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217500216001.htm,,,2025-07-15T02:25:21.506838,2025-07-15T02:25:21.506839
216-1,令和五年度国有財産無償貸付状況総計算書,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217525216001.htm,,,2025-07-15T02:25:21.506844,2025-07-15T02:25:21.506845
207-1,日本放送協会令和二年度財産目録、貸借対照表、損益計算書、資本等変動計算書及びキャッシュ・フロー計算書並びにこれらに関する説明書,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217550207001.htm,,,2025-07-15T02:25:21.506851,2025-07-15T02:25:21.506852
210-1,日本放送協会令和三年度財産目録、貸借対照表、損益計算書、資本等変動計算書及びキャッシュ・フロー計算書並びにこれらに関する説明書,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217550210001.htm,,,2025-07-15T02:25:21.506858,2025-07-15T02:25:21.506859
212-1,日本放送協会令和四年度財産目録、貸借対照表、損益計算書、資本等変動計算書及びキャッシュ・フロー計算書並びにこれらに関する説明書,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217550212001.htm,,,2025-07-15T02:25:21.506865,2025-07-15T02:25:21.506866
216-1,日本放送協会令和五年度財産目録、貸借対照表、損益計算書、資本等変動計算書及びキャッシュ・フロー計算書並びにこれらに関する説明書,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217550216001.htm,,,2025-07-15T02:25:21.506872,2025-07-15T02:25:21.506873
217-1,国際協同組合年に当たり協同組合の振興を図る決議案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217600217001.htm,,,2025-07-15T02:25:21.506879,2025-07-15T02:25:21.506880
217-2,財政金融委員長三宅伸吾君解任決議案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217600217002.htm,,,2025-07-15T02:25:21.506896,2025-07-15T02:25:21.506897
217-1,参議院規則の一部を改正する規則案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217650217001.htm,,,2025-07-15T02:25:21.506903,2025-07-15T02:25:21.506904
217-2,参議院規則の一部を改正する規則案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217650217002.htm,,,2025-07-15T02:25:21.506909,2025-07-15T02:25:21.506910
217-1,参議院憲法審査会規程の一部を改正する規程案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217725217001.htm,,,2025-07-15T02:25:21.506916,2025-07-15T02:25:21.506916
217-2,参議院事務局職員定員規程の一部を改正する規程案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217725217002.htm,,,2025-07-15T02:25:21.506922,2025-07-15T02:25:21.506923
217-3,参議院情報監視審査会規程の一部を改正する規程案,backlog,other,217,参議院,議員,https://www.sangiin.go.jp/meisai/m217725217003.htm,,,2025-07-15T02:25:21.506929,2025-07-15T02:25:21.506929
